#sex: 1=female and 0=male
#survived class sex age fare cabin
1,1,1,35,83.475,C83
0,1,0,40,0.0,B94
1,1,0,27,76.7292,D49
1,1,0,N,30.0,D45
1,1,1,24,83.1583,C54
0,1,0,55,93.5,B69
1,1,1,52,93.5,B69
0,1,0,42,42.5,B11
0,1,0,N,51.8625,E46
0,1,0,55,50.0,C39
1,1,1,16,57.9792,B18
1,1,1,44,57.9792,B18
1,1,1,51,77.9583,D11
0,1,0,42,52.0,N
1,1,1,35,52.0,N
1,1,0,35,26.55,N
1,1,0,38,90.0,C93
0,1,0,N,30.6958,N
1,1,1,35,90.0,C93
1,1,1,38,80.0,B28
0,1,1,50,28.7125,C49
1,1,0,49,0.0,B52B54B56
0,1,0,46,26.0,N
0,1,0,50,26.0,E60
0,1,0,32.5,211.5,C132
0,1,0,58,29.7,B37
0,1,0,41,51.8625,D21
1,1,1,N,51.8625,D21
1,1,0,42,52.5542,D19
1,1,1,45,52.5542,D19
0,1,0,N,26.55,C124
1,1,1,39,211.3375,N
1,1,1,49,25.9292,D17
1,1,1,30,106.425,N
1,1,0,35,512.3292,B101
0,1,0,N,27.7208,N
0,1,0,42,26.55,N
1,1,1,55,27.7208,N
1,1,1,16,39.4,D28
1,1,1,51,39.4,D28
0,1,0,29,30.0,D6
1,1,1,21,77.9583,D9
0,1,0,30,45.5,N
1,1,1,58,146.5208,B80
1,1,1,15,211.3375,B5
0,1,0,30,26.0,C106
1,1,1,16,86.5,B79
1,1,0,N,29.7,C47
0,1,0,19,53.1,D30
1,1,1,18,53.1,D30
1,1,1,24,49.5042,C90
0,1,0,46,75.2417,C6
0,1,0,54,51.8625,E46
1,1,0,36,26.2875,E25
0,1,0,28,82.1708,N
1,1,1,N,82.1708,N
0,1,0,65,26.55,E38
0,1,0,44,90.0,C78
1,1,1,33,90.0,C78
1,1,1,37,90.0,C78
1,1,0,30,57.75,C78
0,1,0,55,30.5,C30
0,1,0,47,42.4,N
0,1,0,37,29.7,C118
1,1,1,31,113.275,D36
1,1,1,23,113.275,D36
0,1,0,58,113.275,D48
1,1,1,19,26.2833,D47
0,1,0,64,26.0,N
1,1,1,39,108.9,C105
1,1,0,N,25.7417,N
1,1,1,22,61.9792,B36
0,1,0,65,61.9792,B30
0,1,0,28.5,27.7208,D43
0,1,0,N,0.0,N
0,1,0,45.5,28.5,C124
0,1,0,23,93.5,B24
0,1,0,29,66.6,C2
1,1,1,22,66.6,C2
0,1,0,18,108.9,C65
1,1,1,17,108.9,C65
1,1,1,30,93.5,B73
1,1,0,52,30.5,C104
0,1,0,47,52.0,C110
1,1,1,56,83.1583,C50
0,1,0,38,0.0,N
1,1,0,N,39.6,N
0,1,0,22,135.6333,N
0,1,0,N,227.525,N
1,1,1,43,211.3375,B3
0,1,0,31,50.4958,A24
1,1,0,45,26.55,N
0,1,0,N,50.0,A32
1,1,1,33,27.7208,A11
0,1,0,46,79.2,N
0,1,0,36,40.125,A10
1,1,1,33,86.5,B77
0,1,0,55,59.4,N
1,1,1,54,59.4,N
0,1,0,33,26.55,N
1,1,0,13,262.375,B57B59B63B66
1,1,1,18,262.375,B57B59B63B66
1,1,1,21,262.375,B57B59B63B66
0,1,0,61,262.375,B57B59B63B66
1,1,1,48,262.375,B57B59B63B66
1,1,0,N,30.5,C106
1,1,1,24,69.3,B35
1,1,0,N,26.0,N
1,1,1,35,57.75,C28
1,1,1,30,31.0,N
1,1,0,34,26.55,N
1,1,1,40,153.4625,C125
1,1,0,35,26.2875,E24
0,1,0,50,55.9,E44
1,1,1,39,55.9,E44
1,1,0,56,35.5,A26
1,1,0,28,35.5,A6
0,1,0,56,26.55,N
0,1,0,56,30.6958,A7
0,1,0,24,60.0,C31
0,1,0,N,26.0,A19
1,1,1,18,60.0,C31
1,1,0,24,82.2667,B45
1,1,1,23,82.2667,B45
1,1,0,6,134.5,E34
1,1,0,45,134.5,E34
1,1,1,40,134.5,E34
0,1,0,57,146.5208,B78
1,1,1,N,146.5208,B78
1,1,0,32,30.5,B50
0,1,0,62,26.55,C87
1,1,0,54,55.4417,C116
1,1,1,43,55.4417,C116
1,1,1,52,78.2667,D20
0,1,0,N,27.7208,N
1,1,1,62,80.0,B28
0,1,0,67,221.7792,C55C57
0,1,1,63,221.7792,C55C57
0,1,0,61,32.3208,D50
1,1,1,48,25.9292,D17
1,1,1,18,79.65,E68
0,1,0,52,79.65,E67
1,1,1,39,79.65,E67
1,1,0,48,52.0,C126
1,1,1,N,52.0,C126
0,1,0,49,110.8833,C68
1,1,0,17,110.8833,C70
1,1,1,39,110.8833,C68
1,1,1,N,79.2,N
1,1,0,31,28.5375,C53
0,1,0,40,27.7208,N
0,1,0,61,33.5,B19
0,1,0,47,34.0208,D46
1,1,1,35,512.3292,N
0,1,0,64,75.25,D37
1,1,1,60,75.25,D37
0,1,0,60,26.55,N
0,1,0,54,77.2875,D26
0,1,0,21,77.2875,D26
1,1,1,55,135.6333,C32
1,1,1,31,164.8667,C7
0,1,0,57,164.8667,N
1,1,1,45,164.8667,N
0,1,0,50,211.5,C80
0,1,0,27,211.5,C82
1,1,1,50,211.5,C80
1,1,1,21,26.55,N
0,1,0,51,61.3792,N
1,1,0,21,61.3792,N
0,1,0,N,35.0,C128
1,1,1,31,134.5,E39E41
1,1,0,N,35.5,C52
0,1,0,62,26.55,N
1,1,1,36,135.6333,C32
0,2,0,30,24.0,N
1,2,1,28,24.0,N
0,2,0,30,13.0,N
0,2,0,18,11.5,N
0,2,0,25,10.5,N
0,2,0,34,26.0,N
1,2,1,36,26.0,N
0,2,0,57,13.0,N
0,2,0,18,11.5,N
0,2,0,23,10.5,N
1,2,1,36,13.0,D
0,2,0,28,10.5,N
0,2,0,51,12.525,N
1,2,0,32,26.0,N
1,2,1,19,26.0,N
0,2,0,28,26.0,N
1,2,0,1,39.0,F4
1,2,1,4,39.0,F4
1,2,1,12,39.0,F4
1,2,1,36,39.0,F4
1,2,0,34,13.0,D56
1,2,1,19,13.0,N
0,2,0,23,13.0,N
0,2,0,26,13.0,N
0,2,0,42,13.0,N
0,2,0,27,13.0,N
1,2,1,24,13.0,F33
1,2,1,15,39.0,N
0,2,0,60,39.0,N
1,2,1,40,39.0,N
1,2,1,20,26.0,N
0,2,0,25,26.0,N
1,2,1,36,13.0,N
0,2,0,25,13.0,N
0,2,0,42,13.0,N
1,2,1,42,13.0,N
1,2,0,0.8333,29.0,N
1,2,0,26,29.0,N
1,2,1,22,29.0,N
1,2,1,35,21.0,N
0,2,0,N,0.0,N
0,2,0,19,13.0,N
0,2,1,44,26.0,N
0,2,0,54,26.0,N
0,2,0,52,13.5,N
0,2,0,37,26.0,N
0,2,1,29,26.0,N
1,2,1,25,30.0,N
1,2,1,45,30.0,N
0,2,0,29,26.0,N
1,2,1,28,26.0,N
0,2,0,29,10.5,N
0,2,0,28,13.0,N
1,2,0,24,10.5,N
1,2,1,8,26.25,N
0,2,0,31,26.25,N
1,2,1,31,26.25,N
1,2,1,22,10.5,F33
0,2,1,30,13.0,N
0,2,1,N,21.0,N
0,2,0,21,11.5,N
0,2,0,N,0.0,N
1,2,0,8,36.75,N
0,2,0,18,73.5,N
1,2,1,48,36.75,N
1,2,1,28,13.0,N
0,2,0,32,13.0,N
0,2,0,17,73.5,N
0,2,0,29,27.7208,N
1,2,1,24,27.7208,N
0,2,0,25,31.5,N
0,2,0,18,73.5,N
1,2,1,18,23.0,N
1,2,1,34,23.0,N
0,2,0,54,26.0,N
1,2,0,8,32.5,N
0,2,0,42,32.5,N
1,2,1,34,32.5,N
1,2,1,27,13.8583,N
1,2,1,30,13.8583,N
0,2,0,23,13.0,N
0,2,0,21,13.0,N
0,2,0,18,13.0,N
0,2,0,40,26.0,N
1,2,1,29,26.0,N
0,2,0,18,10.5,N
0,2,0,36,13.0,N
0,2,0,N,0.0,N
0,2,1,38,13.0,N
0,2,0,35,26.0,N
0,2,0,38,21.0,N
0,2,0,34,21.0,N
1,2,1,34,13.0,N
0,2,0,16,26.0,N
0,2,0,26,10.5,N
0,2,0,47,10.5,N
0,2,0,21,11.5,N
0,2,0,21,11.5,N
0,2,0,24,13.5,N
0,2,0,24,13.0,N
0,2,0,34,13.0,N
0,2,0,30,13.0,N
0,2,0,52,13.0,N
0,2,0,30,13.0,N
1,2,0,0.6667,14.5,N
1,2,1,24,14.5,N
0,2,0,44,13.0,N
1,2,1,6,33.0,N
0,2,0,28,33.0,N
1,2,0,62,10.5,N
0,2,0,30,10.5,N
1,2,1,7,26.25,N
0,2,0,43,26.25,N
1,2,1,45,26.25,N
1,2,1,24,65.0,N
1,2,1,24,65.0,N
0,2,0,49,65.0,N
1,2,1,48,65.0,N
1,2,1,55,16.0,N
0,2,0,24,73.5,N
0,2,0,32,73.5,N
0,2,0,21,73.5,N
0,2,1,18,13.0,N
0,2,0,23,11.5,N
0,2,0,36,13.0,N
1,2,1,54,23.0,N
0,2,0,50,13.0,N
0,2,0,44,26.0,N
1,2,1,29,26.0,N
0,2,0,21,73.5,N
1,2,0,42,13.0,N
0,2,0,63,26.0,N
0,2,1,60,26.0,N
0,2,0,33,12.275,N
1,2,1,17,10.5,N
0,2,0,42,27.0,N
1,2,1,24,27.0,N
0,2,0,47,15.0,N
0,2,0,24,31.5,N
0,2,0,22,31.5,N
0,2,0,32,10.5,N
1,2,1,23,13.7917,D
0,2,0,34,26.0,N
1,2,1,24,26.0,N
0,2,1,22,21.0,N
1,2,1,N,12.35,E101
0,2,0,35,12.35,N
1,2,1,45,13.5,N
0,2,0,57,12.35,N
0,2,0,N,0.0,N
0,2,0,31,10.5,N
0,2,1,26,26.0,N
0,2,0,30,26.0,N
0,2,0,N,10.7083,N
1,2,1,1,41.5792,N
1,2,1,3,41.5792,N
0,2,0,25,41.5792,N
1,2,1,22,41.5792,N
1,2,1,17,12.0,N
1,2,1,N,33.0,N
1,2,1,34,10.5,F33
0,2,0,36,12.875,D
0,2,0,24,10.5,N
0,2,0,61,12.35,N
0,2,0,50,26.0,N
1,2,1,42,26.0,N
0,2,1,57,10.5,E77
0,2,0,N,15.0458,D
1,2,0,1,37.0042,N
0,2,0,31,37.0042,N
1,2,1,24,37.0042,N
0,2,0,N,15.5792,N
0,2,0,30,13.0,N
0,2,0,40,16.0,N
0,2,0,32,13.5,N
0,2,0,30,13.0,N
0,2,0,46,26.0,N
1,2,1,13,19.5,N
1,2,1,41,19.5,N
1,2,0,19,10.5,N
0,2,0,39,13.0,N
0,2,0,48,13.0,N
0,2,0,70,10.5,N
0,2,0,27,13.0,N
0,2,0,54,14.0,N
0,2,0,39,26.0,N
0,2,0,62,9.6875,N
0,2,0,32.5,30.0708,N
1,2,1,14,30.0708,N
1,2,0,2,26.0,F2
1,2,0,3,26.0,F2
0,2,0,36.5,26.0,F2
0,2,0,26,13.0,F2
0,2,0,19,36.75,N
0,2,0,28,13.5,N
1,2,0,20,13.8625,D38
1,2,1,29,10.5,F33
0,2,0,39,13.0,N
1,2,0,22,10.5,N
1,2,0,N,13.8625,N
0,2,0,23,10.5,N
1,2,0,29,13.8583,N
0,2,0,28,10.5,N
0,2,0,N,0.0,N
1,2,1,50,26.0,N
0,2,0,19,10.5,N
0,2,0,N,15.05,N
0,2,0,41,13.0,N
1,2,1,21,21.0,N
1,2,1,19,26.0,N
0,2,0,43,21.0,N
1,2,1,32,13.0,N
0,2,0,34,13.0,N
1,2,0,30,12.7375,N
0,2,0,27,15.0333,N
1,2,1,2,26.0,N
1,2,1,8,26.0,N
1,2,1,33,26.0,N
0,2,0,36,10.5,N
0,2,0,34,21.0,N
1,2,1,30,21.0,N
1,2,1,28,13.0,N
0,2,0,23,15.0458,N
1,2,0,0.8333,18.75,N
1,2,0,3,18.75,N
1,2,1,24,18.75,N
1,2,1,50,10.5,N
0,2,0,19,10.5,N
1,2,1,21,10.5,N
0,2,0,26,13.0,N
0,2,0,25,13.0,N
0,2,0,27,26.0,N
1,2,1,25,26.0,N
1,2,1,18,13.0,N
1,2,1,20,36.75,N
1,2,1,30,13.0,N
0,2,0,59,13.5,N
1,2,1,30,12.35,N
0,2,0,35,10.5,N
1,2,1,40,13.0,N
0,2,0,25,13.0,N
0,2,0,41,15.0458,N
0,2,0,25,10.5,N
0,2,0,18.5,13.0,F
0,2,0,14,65.0,N
1,2,1,50,10.5,N
0,2,0,23,13.0,N
1,2,1,28,12.65,N
1,2,1,27,10.5,E101
0,2,0,29,21.0,N
0,2,1,27,21.0,N
0,2,0,40,13.0,N
1,2,1,31,21.0,N
0,2,0,30,21.0,N
0,2,0,23,10.5,N
1,2,1,31,21.0,N
0,2,0,N,0.0,N
1,2,1,12,15.75,N
1,2,1,40,15.75,N
1,2,1,32.5,13.0,E101
0,2,0,27,26.0,N
1,2,1,29,26.0,N
1,2,0,2,23.0,N
1,2,1,4,23.0,N
1,2,1,29,23.0,N
1,2,1,0.9167,27.75,N
1,2,1,5,27.75,N
0,2,0,36,27.75,N
1,2,1,33,27.75,N
0,2,0,66,10.5,N
0,2,0,N,12.875,N
1,2,0,31,13.0,N
1,2,0,N,13.0,N
1,2,1,26,13.5,N
0,2,1,24,13.0,N
0,3,0,42,7.55,N
0,3,0,13,20.25,N
0,3,0,16,20.25,N
1,3,1,35,20.25,N
1,3,1,16,7.65,N
1,3,0,25,7.65,FG63
1,3,0,20,7.925,N
1,3,1,18,7.2292,N
0,3,0,30,7.25,N
0,3,0,26,8.05,N
0,3,1,40,9.475,N
1,3,0,0.8333,9.35,N
1,3,1,18,9.35,N
1,3,0,26,18.7875,N
0,3,0,26,7.8875,N
0,3,0,20,7.925,N
0,3,0,24,7.05,N
0,3,0,25,7.05,N
0,3,0,35,8.05,N
0,3,0,18,8.3,N
0,3,0,32,22.525,N
1,3,1,19,7.8542,N
0,3,0,4,31.275,N
0,3,1,6,31.275,N
0,3,1,2,31.275,N
1,3,1,17,7.925,N
0,3,1,38,7.775,N
0,3,1,9,31.275,N
0,3,1,11,31.275,N
0,3,0,39,31.275,N
1,3,0,27,7.7958,N
0,3,0,26,7.775,N
0,3,1,39,31.275,N
0,3,0,20,7.8542,N
0,3,0,26,7.8958,N
0,3,0,25,17.8,N
0,3,1,18,17.8,N
0,3,0,24,7.775,N
0,3,0,35,7.05,N
0,3,0,5,31.3875,N
0,3,0,9,31.3875,N
1,3,0,3,31.3875,N
0,3,0,13,31.3875,N
1,3,1,5,31.3875,N
0,3,0,40,31.3875,N
1,3,0,23,7.7958,N
1,3,1,38,31.3875,N
1,3,1,45,7.225,N
0,3,0,21,7.225,N
0,3,0,23,7.05,N
0,3,1,17,14.4583,N
0,3,0,30,7.225,N
0,3,0,23,7.8542,N
1,3,1,13,7.2292,N
0,3,0,20,7.225,N
0,3,0,32,15.85,N
1,3,1,33,15.85,N
1,3,1,0.75,19.2583,N
1,3,1,0.75,19.2583,N
1,3,1,5,19.2583,N
1,3,1,24,19.2583,N
1,3,1,18,8.05,N
0,3,0,40,7.225,N
0,3,0,26,7.8958,N
1,3,0,20,7.2292,N
0,3,1,18,14.4542,N
0,3,1,45,14.4542,N
0,3,1,27,7.8792,N
0,3,0,22,8.05,N
0,3,0,19,8.05,N
0,3,0,26,7.775,N
0,3,0,22,9.35,N
0,3,0,N,7.2292,N
0,3,0,20,4.0125,N
1,3,0,32,56.4958,N
0,3,0,21,7.775,N
0,3,0,18,7.75,N
0,3,0,26,7.8958,N
0,3,0,6,15.2458,N
0,3,1,9,15.2458,N
0,3,0,N,7.225,N
0,3,1,N,15.2458,N
0,3,1,N,7.75,N
0,3,0,40,15.5,N
0,3,1,32,15.5,N
0,3,0,21,16.1,N
1,3,1,22,7.725,N
0,3,1,20,7.8542,N
0,3,0,29,7.0458,N
0,3,0,22,7.25,N
0,3,0,22,7.7958,N
0,3,0,35,8.05,N
0,3,1,18.5,7.2833,N
1,3,0,21,7.8208,N
0,3,0,19,6.75,N
0,3,1,18,7.8792,N
0,3,1,21,8.6625,N
0,3,1,30,8.6625,N
0,3,0,18,8.6625,N
0,3,0,38,8.6625,N
0,3,0,17,8.6625,N
0,3,0,17,8.6625,N
0,3,1,21,7.75,N
0,3,0,21,7.75,N
0,3,0,21,8.05,N
0,3,0,N,14.4583,N
0,3,1,N,14.4583,N
0,3,0,28,7.7958,N
0,3,0,24,7.8542,N
1,3,1,16,7.75,N
0,3,1,37,7.75,N
0,3,0,28,7.25,N
0,3,0,24,8.05,N
0,3,0,21,7.7333,N
1,3,0,32,56.4958,N
0,3,0,29,8.05,N
0,3,0,26,14.4542,N
0,3,0,18,14.4542,N
0,3,0,20,7.05,N
1,3,0,18,8.05,N
0,3,0,24,7.25,N
0,3,0,36,7.4958,N
0,3,0,24,7.4958,N
0,3,0,31,7.7333,N
0,3,0,31,7.75,N
1,3,1,22,7.75,N
0,3,1,30,7.6292,N
0,3,0,70.5,7.75,N
0,3,0,43,8.05,N
0,3,0,35,7.8958,N
0,3,0,27,7.8958,N
0,3,0,19,7.8958,N
0,3,0,30,8.05,N
1,3,0,9,15.9,N
1,3,0,3,15.9,N
1,3,1,36,15.9,N
0,3,0,59,7.25,N
0,3,0,19,8.1583,N
1,3,1,17,16.1,N
0,3,0,44,16.1,N
0,3,0,17,8.6625,N
0,3,0,22.5,7.225,N
1,3,0,45,8.05,N
0,3,1,22,10.5167,N
0,3,0,19,10.1708,N
1,3,1,30,6.95,N
1,3,0,29,7.75,N
0,3,0,0.3333,14.4,N
0,3,0,34,14.4,N
0,3,1,28,14.4,N
0,3,0,27,7.8958,N
0,3,0,25,7.8958,N
0,3,0,24,24.15,N
0,3,0,22,8.05,N
0,3,0,21,24.15,N
0,3,0,17,8.05,N
0,3,0,N,16.1,N
1,3,1,N,16.1,N
1,3,0,36.5,17.4,N
1,3,1,36,17.4,N
1,3,0,30,9.5,N
0,3,0,16,9.5,N
1,3,0,1,20.575,N
1,3,1,0.1667,20.575,N
0,3,0,26,20.575,N
1,3,1,33,20.575,N
0,3,0,25,7.8958,N
0,3,0,N,7.8958,N
0,3,0,N,7.8958,N
0,3,0,22,7.25,N
0,3,0,36,7.25,N
1,3,1,19,7.8792,N
0,3,0,17,7.8958,N
0,3,0,42,8.6625,N
0,3,0,43,7.8958,N
0,3,0,N,7.2292,N
0,3,0,32,7.75,N
1,3,0,19,8.05,N
1,3,1,30,12.475,N
0,3,1,24,7.75,N
1,3,1,23,8.05,N
0,3,0,33,7.8958,N
0,3,0,65,7.75,N
1,3,0,24,7.55,N
0,3,0,23,13.9,N
1,3,1,22,13.9,N
0,3,0,18,7.775,N
0,3,0,16,7.775,N
0,3,0,45,6.975,N
0,3,0,N,7.225,N
0,3,0,39,7.2292,N
0,3,0,17,7.2292,N
0,3,0,15,7.2292,N
0,3,0,47,7.25,N
1,3,1,5,12.475,N
0,3,0,N,7.225,N
0,3,0,40.5,15.1,N
0,3,0,40.5,7.75,N
1,3,0,N,7.05,N
0,3,0,18,7.7958,N
0,3,1,N,7.75,N
0,3,0,N,7.75,N
0,3,0,N,6.95,N
0,3,0,26,7.8792,N
0,3,0,N,7.75,N
1,3,0,N,56.4958,N
0,3,1,21,34.375,N
0,3,1,9,34.375,N
0,3,0,N,8.05,N
0,3,0,18,34.375,N
0,3,0,16,34.375,N
0,3,1,48,34.375,N
0,3,0,N,7.75,N
0,3,0,N,7.25,N
0,3,0,25,7.7417,N
0,3,0,N,14.5,N
0,3,0,N,7.8958,N
0,3,0,22,8.05,N
1,3,1,16,7.7333,N
1,3,1,N,7.75,N
1,3,0,9,20.525,N
0,3,0,33,20.525,N
0,3,0,41,7.85,N
1,3,1,31,20.525,N
0,3,0,38,7.05,N
0,3,0,9,46.9,N
0,3,0,1,46.9,N
0,3,0,11,46.9,N
0,3,1,10,46.9,N
0,3,1,16,46.9,N
0,3,0,14,46.9,N
0,3,0,40,46.9,N
0,3,1,43,46.9,N
0,3,0,51,8.05,N
0,3,0,32,8.3625,N
0,3,0,N,8.05,N
0,3,0,20,9.8458,N
0,3,0,37,7.925,N
0,3,0,28,7.925,N
0,3,0,19,7.775,N
0,3,1,24,8.85,N
0,3,1,17,7.7333,N
0,3,0,N,19.9667,N
0,3,0,N,19.9667,N
0,3,0,28,15.85,N
1,3,1,24,15.85,N
0,3,0,20,9.5,N
0,3,0,23.5,7.2292,N
0,3,0,41,14.1083,N
0,3,0,26,7.8542,N
0,3,0,21,7.8542,N
1,3,1,45,14.1083,N
0,3,1,N,7.55,N
0,3,0,25,7.25,N
0,3,0,N,6.8583,N
0,3,0,11,18.7875,N
1,3,1,N,7.75,N
1,3,0,27,6.975,N
1,3,0,N,56.4958,N
0,3,1,18,6.75,N
1,3,1,26,7.925,N
0,3,1,23,7.925,N
1,3,1,22,8.9625,N
0,3,0,28,7.8958,N
0,3,1,28,7.775,N
0,3,1,N,7.75,N
1,3,1,2,12.2875,N
1,3,1,22,12.2875,N
0,3,0,43,6.45,N
0,3,0,28,22.525,N
1,3,1,27,7.925,N
0,3,0,N,7.75,N
1,3,1,N,8.05,N
0,3,0,42,7.65,FG63
1,3,0,N,7.8875,N
0,3,0,30,7.2292,N
0,3,0,N,7.8958,N
0,3,1,27,7.925,N
0,3,1,25,7.925,N
0,3,0,N,7.8958,N
1,3,0,29,7.8958,N
1,3,0,21,7.7958,N
0,3,0,N,7.05,N
0,3,0,20,7.8542,N
0,3,0,48,7.8542,N
0,3,0,17,7.0542,N
1,3,1,N,7.75,N
1,3,0,N,8.1125,N
0,3,0,34,6.4958,N
1,3,0,26,7.775,N
0,3,0,22,7.7958,N
0,3,0,33,8.6542,N
0,3,0,31,7.775,N
0,3,0,29,7.8542,N
1,3,0,4,11.1333,N
1,3,1,1,11.1333,N
0,3,0,49,0.0,N
0,3,0,33,7.775,N
0,3,0,19,0.0,N
1,3,1,27,11.1333,N
0,3,0,N,23.45,N
0,3,1,N,23.45,N
0,3,0,N,23.45,N
0,3,1,N,23.45,N
0,3,0,23,7.8958,N
1,3,0,32,7.8542,N
0,3,0,27,7.8542,N
0,3,1,20,9.825,N
0,3,1,21,9.825,N
1,3,0,32,7.925,N
0,3,0,17,7.125,N
0,3,0,21,8.4333,N
0,3,0,30,7.8958,N
1,3,0,21,7.7958,N
0,3,0,33,7.8542,N
0,3,0,22,7.5208,N
1,3,1,4,13.4167,N
1,3,0,39,13.4167,N
0,3,0,N,7.2292,N
0,3,0,18.5,7.2292,N
0,3,0,N,7.75,N
0,3,0,N,7.25,N
1,3,1,N,7.75,N
1,3,1,N,7.75,N
0,3,0,34.5,7.8292,N
0,3,0,44,8.05,N
1,3,0,N,7.75,N
0,3,0,N,14.4542,N
0,3,1,N,14.4542,N
0,3,0,N,7.75,N
0,3,0,N,7.75,N
0,3,0,N,7.7375,N
0,3,1,22,8.6625,N
0,3,0,26,8.6625,N
1,3,1,4,22.025,N
1,3,0,29,22.025,N
1,3,1,26,22.025,N
0,3,1,1,12.1833,N
0,3,0,18,7.8542,N
0,3,1,36,12.1833,N
0,3,0,N,7.8958,N
1,3,0,25,7.2292,FE57
0,3,0,N,7.225,N
0,3,1,37,9.5875,N
0,3,0,N,7.8958,N
